outlay_category,outlay_subcategory,changes_baseline_date,baseline_name,change_category,projected_fiscal_year,changes_projected_outlay
Mandatory,Medicaid,2000-04-01,April 2000 Baseline,Technical,2007,-0.394
Mandatory,Medicaid,2000-04-01,April 2000 Baseline,Technical,2008,-0.271
Mandatory,Medicaid,2000-04-01,April 2000 Baseline,Technical,2009,-0.117
Mandatory,Medicaid,2000-04-01,April 2000 Baseline,Technical,2010,0.029
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Economic,2000,0.000
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Economic,2001,0.000
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Economic,2002,0.000
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Economic,2003,0.000
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Economic,2004,0.000
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Economic,2005,0.000
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Economic,2006,0.000
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Economic,2007,0.000
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Economic,2008,0.000
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Economic,2009,0.000
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Economic,2010,0.000
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Legislative,2000,0.000
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Legislative,2001,0.000
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Legislative,2002,0.000
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Legislative,2003,0.000
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Legislative,2004,0.000
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Legislative,2005,0.000
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Legislative,2006,0.000
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Legislative,2007,0.000
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Legislative,2008,0.000
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Legislative,2009,0.000
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Legislative,2010,0.000
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Technical,2000,0.000
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Technical,2001,0.001
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Technical,2002,0.003
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Technical,2003,0.004
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Technical,2004,0.007
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Technical,2005,0.009
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Technical,2006,0.009
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Technical,2007,0.010
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Technical,2008,0.010
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Technical,2009,0.010
Mandatory,Medicaid,2000-07-01,July 2000 Baseline,Technical,2010,0.011
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Economic,2000,0.000
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Economic,2001,0.587
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Economic,2002,1.265
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Economic,2003,2.011
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Economic,2004,2.643
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Economic,2005,3.133
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Economic,2006,3.711
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Economic,2007,4.439
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Economic,2008,5.345
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Economic,2009,6.213
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Economic,2010,7.482
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Legislative,2000,0.000
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Legislative,2001,-0.124
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Legislative,2002,-1.130
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Legislative,2003,-3.146
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Legislative,2004,-4.786
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Legislative,2005,-5.766
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Legislative,2006,-7.566
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Legislative,2007,-8.573
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Legislative,2008,-9.644
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Legislative,2009,-11.284
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Legislative,2010,-12.175
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Technical,2000,2.776
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Technical,2001,5.070
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Technical,2002,6.854
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Technical,2003,8.679
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Technical,2004,9.849
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Technical,2005,9.797
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Technical,2006,9.973
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Technical,2007,10.342
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Technical,2008,10.604
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Technical,2009,10.649
Mandatory,Medicaid,2001-01-01,January 2001 Baseline,Technical,2010,10.985
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Economic,2001,0.000
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Economic,2002,0.000
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Economic,2003,0.000
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Economic,2004,0.000
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Economic,2005,0.000
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Economic,2006,0.000
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Economic,2007,0.000
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Economic,2008,0.000
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Economic,2009,0.000
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Economic,2010,0.000
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Economic,2011,0.000
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Legislative,2001,0.000
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Legislative,2002,0.000
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Legislative,2003,0.000
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Legislative,2004,0.000
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Legislative,2005,0.000
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Legislative,2006,0.000
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Legislative,2007,0.000
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Legislative,2008,0.000
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Legislative,2009,0.000
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Legislative,2010,0.000
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Legislative,2011,0.000
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Technical,2001,-0.252
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Technical,2002,0.451
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Technical,2003,-1.365
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Technical,2004,-2.108
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Technical,2005,-2.345
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Technical,2006,-1.885
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Technical,2007,-2.585
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Technical,2008,-3.028
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Technical,2009,-3.379
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Technical,2010,-4.005
Mandatory,Medicaid,2001-05-01,May 2001 Baseline,Technical,2011,-4.505
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Economic,2001,-0.127
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Economic,2002,-0.016
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Economic,2003,-0.036
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Economic,2004,-0.053
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Economic,2005,-0.061
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Economic,2006,-0.062
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Economic,2007,-0.063
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Economic,2008,-0.065
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Economic,2009,-0.067
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Economic,2010,-0.068
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Economic,2011,-0.069
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Legislative,2001,0.000
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Legislative,2002,0.000
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Legislative,2003,0.000
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Legislative,2004,0.000
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Legislative,2005,0.000
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Legislative,2006,0.000
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Legislative,2007,0.000
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Legislative,2008,0.000
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Legislative,2009,0.000
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Legislative,2010,0.000
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Legislative,2011,0.000
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Technical,2001,1.694
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Technical,2002,1.895
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Technical,2003,1.186
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Technical,2004,0.813
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Technical,2005,0.897
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Technical,2006,0.952
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Technical,2007,1.062
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Technical,2008,1.137
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Technical,2009,1.214
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Technical,2010,1.301
Mandatory,Medicaid,2001-08-01,August 2001 Baseline,Technical,2011,1.390
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Economic,2001,0.000
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Economic,2002,0.264
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Economic,2003,-0.129
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Economic,2004,-0.885
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Economic,2005,-1.259
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Economic,2006,-1.378
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Economic,2007,-1.457
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Economic,2008,-1.574
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Economic,2009,-1.735
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Economic,2010,-2.027
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Economic,2011,-2.500
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Legislative,2001,0.000
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Legislative,2002,-0.049
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Legislative,2003,0.059
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Legislative,2004,0.180
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Legislative,2005,0.022
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Legislative,2006,0.024
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Legislative,2007,0.027
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Legislative,2008,0.030
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Legislative,2009,0.033
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Legislative,2010,0.034
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Legislative,2011,0.036
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Technical,2001,-1.739
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Technical,2002,-0.909
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Technical,2003,-0.347
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Technical,2004,0.419
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Technical,2005,1.700
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Technical,2006,2.460
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Technical,2007,3.628
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Technical,2008,4.373
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Technical,2009,5.411
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Technical,2010,6.240
Mandatory,Medicaid,2002-01-01,January 2002 Baseline,Technical,2011,6.702
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Economic,2002,0.000
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Economic,2003,0.000
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Economic,2004,0.000
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Economic,2005,0.000
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Economic,2006,0.000
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Economic,2007,0.000
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Economic,2008,0.000
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Economic,2009,0.000
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Economic,2010,0.000
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Economic,2011,0.000
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Economic,2012,0.000
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Legislative,2002,0.000
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Legislative,2003,0.000
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Legislative,2004,0.000
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Legislative,2005,0.000
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Legislative,2006,0.000
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Legislative,2007,0.000
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Legislative,2008,0.000
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Legislative,2009,0.000
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Legislative,2010,0.000
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Legislative,2011,0.000
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Legislative,2012,0.000
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Technical,2002,3.304
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Technical,2003,2.262
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Technical,2004,2.174
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Technical,2005,1.898
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Technical,2006,1.811
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Technical,2007,1.814
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Technical,2008,1.855
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Technical,2009,2.063
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Technical,2010,2.114
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Technical,2011,1.864
Mandatory,Medicaid,2002-03-01,March 2002 Baseline,Technical,2012,2.375
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Economic,2002,0.000
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Economic,2003,-0.350
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Economic,2004,-0.385
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Economic,2005,-0.160
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Economic,2006,0.085
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Economic,2007,0.307
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Economic,2008,0.564
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Economic,2009,0.998
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Economic,2010,1.600
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Economic,2011,2.732
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Economic,2012,3.459
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Legislative,2002,0.000
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Legislative,2003,0.000
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Legislative,2004,0.000
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Legislative,2005,0.000
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Legislative,2006,0.000
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Legislative,2007,0.000
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Legislative,2008,0.000
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Legislative,2009,0.000
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Legislative,2010,0.000
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Legislative,2011,0.000
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Legislative,2012,0.000
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Technical,2002,1.322
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Technical,2003,0.999
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Technical,2004,0.400
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Technical,2005,0.099
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Technical,2006,0.000
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Technical,2007,0.000
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Technical,2008,0.000
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Technical,2009,-0.001
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Technical,2010,0.000
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Technical,2011,0.000
Mandatory,Medicaid,2002-08-01,August 2002 Baseline,Technical,2012,0.000
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Economic,2002,0.000
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Economic,2003,0.723
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Economic,2004,0.405
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Economic,2005,-0.253
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Economic,2006,-0.715
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Economic,2007,-1.252
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Economic,2008,-1.401
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Economic,2009,-1.585
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Economic,2010,-1.785
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Economic,2011,-1.985
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Economic,2012,-2.223
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Legislative,2002,0.000
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Legislative,2003,0.079
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Legislative,2004,0.016
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Legislative,2005,0.005
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Legislative,2006,0.000
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Legislative,2007,0.000
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Legislative,2008,0.000
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Legislative,2009,-0.001
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Legislative,2010,0.000
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Legislative,2011,0.000
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Legislative,2012,0.000
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Technical,2002,0.140
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Technical,2003,1.322
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Technical,2004,-0.022
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Technical,2005,-1.234
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Technical,2006,-0.612
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Technical,2007,-0.382
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Technical,2008,-0.050
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Technical,2009,0.004
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Technical,2010,-0.226
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Technical,2011,-0.485
Mandatory,Medicaid,2003-01-01,January 2003 Baseline,Technical,2012,-0.795
Mandatory,Medicaid,2003-03-01,March 2003 Baseline,Economic,2003,0.000
Mandatory,Medicaid,2003-03-01,March 2003 Baseline,Economic,2004,0.000
Mandatory,Medicaid,2003-03-01,March 2003 Baseline,Economic,2005,0.000
Mandatory,Medicaid,2003-03-01,March 2003 Baseline,Economic,2006,0.000
Mandatory,Medicaid,2003-03-01,March 2003 Baseline,Economic,2007,0.000
Mandatory,Medicaid,2003-03-01,March 2003 Baseline,Economic,2008,0.000
Mandatory,Medicaid,2003-03-01,March 2003 Baseline,Economic,2009,0.000
Mandatory,Medicaid,2003-03-01,March 2003 Baseline,Economic,2010,0.000
Mandatory,Medicaid,2003-03-01,March 2003 Baseline,Economic,2011,0.000
Mandatory,Medicaid,2003-03-01,March 2003 Baseline,Economic,2012,0.000
Mandatory,Medicaid,2003-03-01,March 2003 Baseline,Economic,2013,0.000
